"id","authors_eng","book_authors","group_authors","book_group_authors","researcherid","orcid","editors","Z2","title","X1","Y1","Z1","FT","part_patent","AE","Z3","source_title","S1","book_series_title","book_series_subtitle","volume","issue","special_issue","meeting_abstract_number","start_page","ending_page","article_number","doi","book_doi","supplement","pub_date","pub_year","abstract","X4","Y4","Z4","AK","conference_title","conference_date","conference_sponsor","conference_location","cited_wos_core","Z8","ZR","ZB","ZS","Z9","usage_last_180","usage_2013","issn","eissn","isbn","accession_num","pubmed_id","pub_type","sig_fault","diff_time","orig_article_journal","orig_article_year_volume","orig_article_issue","orig_article_page","orig_article_link","orig_article_animal","orig_article_methods_used","orig_article_main_q","orig_article_type_of_state_manipulation","orig_article_within_between_ss","orig_article_dependent_variable","orig_article_country_authors","orig_article_seriousness_of_mistake"
"13","Paternain, Laura; Martisova, Eva; Campion, Javier; Alfredo Martinez, J.; Ramirez, Maria J.; Milagro, Fermin I.",NA,NA,NA,"Milagro, Fermin/F-2315-2015;","Milagro, Fermin/0000-0002-3228-9916; Paternain, Laura/0000-0002-1119-5232",NA,NA,"Methyl donor supplementation in rats reverses the deleterious effect of maternal separation on depression-like behaviour",NA,NA,NA,NA,NA,NA,NA,"BEHAVIOURAL BRAIN RESEARCH",NA,NA,NA,"299",NA,NA,NA,"51","58",NA,"10.1016/j.bbr.2015.11.031",NA,NA,"42401","2016","Adverse early life events are associated with altered stress responsiveness and metabolic disturbances in the adult life. Dietary methyl donor supplementation could be able to reverse the negative effects of maternal separation by affecting DNA methylation in the brain. In this study, maternal separation during lactation reduced body weight gain in the female adult offspring without affecting food intake, and altered total and HDL-cholesterol levels. Also, maternal separation induced a cognitive deficit as measured by NORT and an increase in the immobility time in the Porsolt forced swimming test, consistent with increased depression-like behaviour. An 18-week dietary supplementation with methyl donors (choline, betaine, folate and vitamin B12) from postnatal day 60 also reduced body weight without affecting food intake. Some of the deleterious effects induced by maternal separation, such as the abnormal levels of total and HDL-cholesterol, but especially the depression-like behaviour as measured by the Porsolt test, were reversed by methyl donor supplementation. Also, the administration of methyl donors increased total DNA methylation (measured by immunohistochemistry) and affected the expression of insulin receptor in the hippocampus of the adult offspring. However, no changes were observed in the DNA methylation status of insulin receptor and corticotropin-releasing hormone (CRH) promoter regions in the hypothalamus. In summary, methyl donor supplementation reversed some of the deleterious effects of an early life-induced model of depression in rats and altered the DNA methylation profile in the brain. (C) 2015 Elsevier B.V. All rights reserved.",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0",NA,NA,"0166-4328","1872-7549",NA,"WOS:000368565000008","26628207","J",1,5,"NN","2009 (12)","12","1559","","mice","early life stress, AVP expression","YES","learning/training in ELS mice","between","behavioral","GER","data suggest: not serious"
"82","Marinelli, M.; Mccutcheon, J. E.",NA,NA,NA,NA,NA,NA,NA,"HETEROGENEITY OF DOPAMINE NEURON ACTIVITY ACROSS TRAITS AND STATES",NA,NA,NA,NA,NA,NA,NA,"NEUROSCIENCE",NA,NA,NA,"282",NA,NA,NA,"176","197",NA,"10.1016/j.neuroscience.2014.07.034",NA,NA,"DEC 12 2014","2014","Midbrain dopamine neurons fire irregularly, with interspersed clusters of high-frequency spikes, commonly called 'bursts'. In this review we examine such heterogeneity in activity, and provide insight into how it can participate in psychiatric conditions such as drug addiction. We first describe several techniques used to evaluate dopamine neuron activity, and comment on the different measures that each provides. We next describe the activity of dopamine neurons in 'basal' conditions. Specifically, we discuss how the use of anesthesia and reduced preparations may alter aspects of dopamine cell activity, and how there is heterogeneity across species and regions. We also describe how dopamine cell firing changes throughout the peri-adolescent period and how dopamine neuron activity differs across the population. In the final section, we discuss how dopamine neuron activity changes in response to life events. First, we focus attention on drugs of abuse. Drugs themselves change firing activity through a variety of mechanisms, with effects on firing while drug is present differing from those seen after drug discontinuation. We then review how stimuli that are rewarding, aversive, or salient can evoke changes in firing rate and discharge pattern of dopamine neurons, and provide behavioral relevance of dopamine signaling. Finally, we discuss how stress can modulate dopamine neuron firing and how this may contribute to the role that stressful experiences play in psychiatric disorders such as addiction and depression.This article is part of a Special Issue entitled: Ventral Tegmentum & Dopamine. (C) 2014 IBRO. Published by Elsevier Ltd. All rights reserved.",NA,NA,NA,NA,NA,NA,NA,NA,"12","0","0","10","0","12",NA,NA,"0306-4522","1873-7544",NA,"WOS:000345512600013",NA,"J",1,3,"JN","2010 (30)","49","16453","http://www.jneurosci.org/cgi/reprint/30/49/16453","mice","cell recordings","YES","mice susceptible vs resilient to social defeat","between","firing rate","US","unlikely to be serious because large differences between differences and p values"
"43","Garcia, Isabella; Quast, Kathleen B.; Huang, Longwen; Herman, Alexander M.; Selever, Jennifer; Deussing, Jan M.; Justice, Nicholas J.; Arenkiel, Benjamin R.",NA,NA,NA,NA,NA,NA,NA,"Local CRH Signaling Promotes Synaptogenesis and Circuit Integration of Adult-Born Neurons",NA,NA,NA,NA,NA,NA,NA,"DEVELOPMENTAL CELL",NA,NA,NA,"30","6",NA,NA,"645","659",NA,"10.1016/j.devcel.2014.07.001",NA,NA,"SEP 29 2014","2014","Neural activity either enhances or impairs de novo synaptogenesis and circuit integration of neurons, but how this activity is mechanistically relayed in the adult brain is largely unknown. Neuropeptide-expressing interneurons are widespread throughout the brain and are key candidates for conveying neural activity downstream via neuromodulatory pathways that are distinct from classical neurotransmission. With the goal of identifying signaling mechanisms that underlie neuronal circuit integration in the adult brain, we have virally traced local corticotropin-releasing hormone (CRH)-expressing inhibitory interneurons with extensive presynaptic inputs onto new neurons that are continuously integrated into the adult rodent olfactory bulb. Local CRH signaling onto adult-born neurons promotes and/or stabilizes chemical synapses in the olfactory bulb, revealing a neuromodulatory mechanism for continued circuit plasticity, synapse formation, and integration of new neurons in the adult brain.",NA,NA,NA,NA,NA,NA,NA,NA,"4","0","0","4","0","4",NA,NA,"1534-5807","1878-1551",NA,"WOS:000342547200005","25199688","J",1,3,"Neuron","2010","65","399","http://www.sciencedirect.com/science?_ob=MImg&_imagekey=B6WSS-4YC2GXT-D-2&_cdi=7054&_user=530453&_pii=S0896627310000140&_origin=browse&_zone=rslt_list_item&_coverDate=02%2F11%2F2010&_sk=999349996&wchp=dGLbVlz-zSkzk&md5=98adf9fbdebd1cd7be7d84d279f7929b&ie=/sdarticle.pdf","mice","","YES","control vs knockout mice","between","behavior","GER","potentially serious: relevant info is missing"
"28","Rossi, Mark A.; Fan, David; Barter, Joseph W.; Yin, Henry H.",NA,NA,NA,NA,"Rossi, Mark/0000-0002-5724-3615",NA,NA,"Bidirectional Modulation of Substantia Nigra Activity by Motivational State",NA,NA,NA,NA,NA,NA,NA,"PLOS ONE",NA,NA,NA,"8","8",NA,NA,NA,NA,"e71598","10.1371/journal.pone.0071598",NA,NA,"AUG 6 2013","2013","A major output nucleus of the basal ganglia is the substantia nigra pars reticulata, which sends GABAergic projections to brainstem and thalamic nuclei. The GABAergic (GABA) neurons are reciprocally connected with nearby dopaminergic neurons, which project mainly to the basal ganglia, a set of subcortical nuclei critical for goal-directed behaviors. Here we examined the impact of motivational states on the activity of GABA neurons in the substantia nigra pars reticulata and the neighboring dopaminergic (DA) neurons in the pars compacta. Both types of neurons show short-latency bursts to a cue predicting a food reward. As mice became sated by repeated consumption of food pellets, one class of neurons reduced cue-elicited firing, whereas another class of neurons progressively increased firing. Extinction or pre-feeding just before the test session dramatically reduced the phasic responses and their motivational modulation. These results suggest that signals related to the current motivational state bidirectionally modulate behavior and the magnitude of phasic response of both DA and GABA neurons in the substantia nigra.",NA,NA,NA,NA,NA,NA,NA,NA,"9","0","0","8","0","10",NA,NA,"1932-6203",NA,NA,"WOS:000324401500080","23936522","J",1,2,"NN","2009 (12)","3","333","http://www.nature.com/neuro/journal/v12/n3/pdf/nn.2261.pdf","mice","lesions, behavior, more","YES","early vs late training (met exp en sham-lesioned mice)","within","behavioral","US","potentially serious; dit is een voorbeeld van type 2 fout: 2 tijdsmomenten met elkaar vergelijken zonder tijd mee te nemen in design"
"100","Ogawa, A.; Onozaki, T.; Mizuno, T.; Asamizuya, T.; Ueno, K.; Cheng, K.; Iriki, A.",NA,NA,NA,"Cheng, Kang/A-6448-2016",NA,NA,NA,"NEURAL BASIS OF ECONOMIC BUBBLE BEHAVIOR",NA,NA,NA,NA,NA,NA,NA,"NEUROSCIENCE",NA,NA,NA,"265",NA,NA,NA,"37","47",NA,"10.1016/j.neuroscience.2014.01.029",NA,NA,"APR 18 2014","2014","Throughout human history, economic bubbles have formed and burst. As a bubble grows, microeconomic behavior ceases to be constrained by realistic predictions. This contradicts the basic assumption of economics that agents have rational expectations. To examine the neural basis of behavior during bubbles, we performed functional magnetic resonance imaging while participants traded shares in a virtual stock exchange with two non-bubble stocks and one bubble stock. The price was largely deflected from the fair price in one of the non-bubble stocks, but not in the other. Their fair prices were specified. The price of the bubble stock showed a large increase and battering, as based on a real stock-market bust. The imaging results revealed modulation of the brain circuits that regulate trade behavior under different market conditions. The premotor cortex was activated only under a market condition in which the price was largely deflected from the fair price specified. During the bubble, brain regions associated with the cognitive processing that supports order decisions were identified. The asset preference that might bias the decision was associated with the ventrolateral prefrontal cortex and the dorsolateral prefrontal cortex (DLPFC). The activity of the inferior parietal lobule (IPL) was correlated with the score of future time perspective, which would bias the estimation of future price. These regions were deemed to form a distinctive network during the bubble. A functional connectivity analysis showed that the connectivity between the DLPFC and the IPL was predominant compared with other connectivities only during the bubble. These findings indicate that uncertain and unstable market conditions changed brain modes in traders. These brain mechanisms might lead to a loss of control caused by wishful thinking, and to microeconomic bubbles that expand, on the macroscopic scale, toward bust. (C) 2014 The Authors. Published by Elsevier Ltd. This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/3.0/).",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0",NA,NA,"0306-4522","1873-7544",NA,"WOS:000334134400005","24468106","J",1,3,"Science","2009","01-May","647","5927","human","BOLD","YES","self-control vs. non self-control","between","BOLD beta's","US","data suggest: not serious"
"86","Sommeijer, Jean-Pierre; Levelt, Christiaan N.",NA,NA,NA,NA,NA,NA,NA,"Synaptotagmin-2 Is a Reliable Marker for Parvalbumin Positive Inhibitory Boutons in the Mouse Visual Cortex",NA,NA,NA,NA,NA,NA,NA,"PLOS ONE",NA,NA,NA,"7","4",NA,NA,NA,NA,"e35323","10.1371/journal.pone.0035323",NA,NA,"APR 23 2012","2012","Background: Inhibitory innervation by parvalbumin (PV) expressing interneurons has been implicated in the onset of the sensitive period of visual plasticity. Immunohistochemical analysis of the development and plasticity of these inhibitory inputs is difficult because PV expression is low in young animals and strongly influenced by neuronal activity. Moreover, the synaptic boutons that PV neurons form onto each other cannot be distinguished from the innervated cell bodies by immunostaining for this protein because it is present throughout the cells. These problems call for the availability of a synaptic, activity-independent marker for PV+ inhibitory boutons that is expressed before sensitive period onset. We investigated whether synaptotagmin-2 (Syt2) fulfills these properties in the visual cortex. Syt2 is a synaptic vesicle protein involved in fast Ca2+ dependent neurotransmitter release. Its mRNA expression follows a pattern similar to that of PV throughout the brain and is present in 30-40% of hippocampal PV expressing basket cells. Up to now, no quantitative analyses of Syt2 expression in the visual cortex have been carried out.Methodology/Principal Findings: We used immunohistochemistry to analyze colocalization of Syt2 with multiple interneuron markers including vesicular GABA transporter VGAT, calbindin, calretinin, somatostatin and PV in the primary visual cortex of mice during development and after dark-rearing.Conclusions/Significance: We show that in the adult visual cortex Syt2 is only found in inhibitory, VGAT positive boutons. Practically all Syt2 positive boutons also contain PV and vice versa. During development, Syt2 expression can be detected in synaptic boutons prior to PV and in contrast to PV expression, Syt2 is not down-regulated by dark-rearing. These properties of Syt2 make it an excellent marker for analyzing the development and plasticity of perisomatic inhibitory innervations onto both excitatory and inhibitory neurons in the visual cortex.",NA,NA,NA,NA,NA,NA,NA,NA,"7","0","0","6","0","7",NA,NA,"1932-6203",NA,NA,"WOS:000305341000032","22539967","J",1,1,"Nature","2009","12-Nov","220","8485","mice","PTX affects on spike bias","YES","PTX","between","spike bias","Japan","potentially serious"
"101","Zhu, Peixin; Fajardo, Otto; Shum, Jennifer; Scharer, Yan-Ping Zhang; Friedrich, Rainer W.",NA,NA,NA,NA,NA,NA,NA,"High-resolution optical control of spatiotemporal neuronal activity patterns in zebrafish using a digital micromirror device",NA,NA,NA,NA,NA,NA,NA,"NATURE PROTOCOLS",NA,NA,NA,"7","7",NA,NA,"1410","1425",NA,"10.1038/nprot.2012.072",NA,NA,"41091","2012","Optogenetic approaches allow the manipulation of neuronal activity patterns in space and time by light, particularly in small animals such as zebrafish. However, most techniques cannot control neuronal activity independently at different locations. Here we describe equipment and provide a protocol for single-photon patterned optical stimulation of neurons using a digital micromirror device (DMD). This method can create arbitrary spatiotemporal light patterns with spatial and temporal resolutions in the micrometer and submillisecond range, respectively. Different options to integrate a DMD into a multiphoton microscope are presented and compared. We also describe an ex vivo preparation of the adult zebrafish head that greatly facilitates optogenetic and other experiments. After assembly, the initial alignment takes about one day and the zebrafish preparation takes <30 min. The method has previously been used to activate channelrhodopsin-2 and manipulate oscillatory synchrony among spatially distributed neurons in the zebrafish olfactory bulb. It can be adapted easily to a wide range of other species, optogenetic probes and scientific applications.",NA,NA,NA,NA,NA,NA,NA,NA,"38","1","0","18","0","38",NA,NA,"1754-2189","1750-2799",NA,"WOS:000305960400012","22743832","J",1,1,"Science","2009","17-Apr","355","5925","rats","STN, eNpHR","YES","eNpHR vs. electrode HFS","between","behavioral","US","data suggest: not serious"
"77","Baeck, Annelies; Windey, Ine; Op de Beeck, Hans P.",NA,NA,NA,NA,NA,NA,NA,"The transfer of object learning across exemplars and their orientation is related to perceptual similarity",NA,NA,NA,NA,NA,NA,NA,"VISION RESEARCH",NA,NA,NA,"68",NA,NA,NA,"40","47",NA,"10.1016/j.visres.2012.06.023",NA,NA,"SEP 1 2012","2012","Recognition of objects improves after training. The exact characteristics of this visual learning process remain unclear. We examined to which extent object learning depends on the exact exemplar and orientation used during training. Participants were trained to name object pictures at as short a picture presentation time as possible. The required presentation time diminished over training. After training participants were tested with a completely new set of objects as well as with two variants of the trained object set, namely an orientation change and a change of the exact exemplar shown. Both manipulations led to a decrease in performance compared to the original picture set. Nevertheless, performance with the manipulated versions of the trained stimuli was better than performance with the completely new set, at least when only one manipulation was performed. Amount of transfer to new images of an object was related to perceptual similarity, but not to pixel overlap or to measurements of similarity in the different layers of a popular hierarchical object recognition model (HMAX). Thus, object learning generalizes only partially over changes in exemplars and orientation, which is consistent with the tuning properties of neurons in object-selective cortical regions and the role of perceptual similarity in these representations. (C) 2012 Elsevier Ltd. All rights reserved.",NA,NA,NA,NA,NA,NA,NA,NA,"3","0","0","3","0","3",NA,NA,"0042-6989",NA,NA,"WOS:000308522200005","22819729","J",1,1,"JN","2010 (30)","37","12323","http://www.jneurosci.org/cgi/reprint/30/37/12323","human","psychophysics, modeling","YES","trained vs untrained orientation","within","behavior","CHI","unlikely to be serious because enormous difference between p values"
"77","Hang, Ju; Zhou, Yifeng; Fahle, Manfred; Liu, Zili",NA,NA,NA,NA,NA,NA,NA,"Limited transfer of long-term motion perceptual learning with double training",NA,NA,NA,NA,NA,NA,NA,"JOURNAL OF VISION",NA,NA,NA,"15","10",NA,NA,NA,NA,"1","10.1167/15.10.1",NA,NA,"2015","2015","A significant recent development in visual perceptual learning research is the double training technique. With this technique, Xiao, Zhang, Wang, Klein, Levi, and Yu (2008) have found complete transfer in tasks that had previously been shown to be stimulus specific. The significance of this finding is that this technique has since been successful in all tasks tested, including motion direction discrimination. Here, we investigated whether or not this technique could generalize to longer-term learning, using the method of constant stimuli. Our task was learning to discriminate motion directions of random dots. The second leg of training was contrast discrimination along a new average direction of the same moving dots. We found that, although exposure of moving dots along a new direction facilitated motion direction discrimination, this partial transfer was far from complete. We conclude that, although perceptual learning is transferrable under certain conditions, stimulus specificity also remains an inherent characteristic of motion perceptual learning.",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0",NA,NA,"1534-7362",NA,NA,"WOS:000365204300001",NA,"J",1,4,"JN","2010 (30)","37","12323","http://www.jneurosci.org/cgi/reprint/30/37/12323","human","psychophysics, modeling","YES","trained vs untrained orientation","within","behavior","CHI","unlikely to be serious because enormous difference between p values"
"89","Sacrey, Lori-Ann R.; Bryson, Susan E.; Zwaigenbaum, Lonnie",NA,NA,NA,NA,NA,NA,NA,"Prospective examination of visual attention during play in infants at high-risk for autism spectrum disorder: A longitudinal study from 6 to 36 months of age",NA,NA,NA,NA,NA,NA,NA,"BEHAVIOURAL BRAIN RESEARCH",NA,NA,NA,"256",NA,NA,NA,"441","450",NA,"10.1016/j.bbr.2013.08.028",NA,NA,"NOV 1 2013","2013","Regulation of visual attention is essential to learning about one's environment. Children with autism spectrum disorder (ASD) exhibit impairments in regulating their visual attention, but little is known about how such impairments develop over time. This prospective longitudinal study is the first to describe the development of components of visual attention, including engaging, sustaining, and disengaging attention, in infants at high-risk of developing ASD (each with an older sibling with ASD). Non-sibling controls and high-risk infant siblings were filmed at 6, 9, 12, 15, 18, 24, and 36 months of age as they engaged in play with small, easily graspable toys. Duration of time spent looking at toy targets before moving the hand toward the target and the duration of time spent looking at the target after grasp were measured. At 36 months of age, an independent, gold standard diagnostic assessment for ASD was conducted for all participants. As predicted, infant siblings subsequently diagnosed with ASD were distinguished by prolonged latency to disengage ('sticky attention') by 12 months of age, and continued to show this characteristic at 15, 18, and 24 months of age. The results are discussed in relation to how the development of visual attention may impact later cognitive outcomes of children diagnosed with ASD. (C) 2013 Elsevier B.V. All rights reserved.",NA,NA,NA,NA,NA,NA,NA,NA,"13","0","0","9","0","13",NA,NA,"0166-4328","1872-7549",NA,"WOS:000328094100054","24004846","J",1,2,"Nature","2009","14-May","259","7868","human","viewing preference in autism","YES","autism vs control","between","viewing preference","US","potentially serious"
"144","Cohen, Jessica R.; Sreenivasan, Kartik K.; D'Esposito, Mark",NA,NA,NA,NA,NA,NA,NA,"Correspondence Between Stimulus Encoding- and Maintenance-Related Neural Processes Underlies Successful Working Memory",NA,NA,NA,NA,NA,NA,NA,"CEREBRAL CORTEX",NA,NA,NA,"24","3",NA,NA,"593","599",NA,"10.1093/cercor/bhs339",NA,NA,"41699","2014","The ability to actively maintain information in working memory (WM) is vital for goal-directed behavior, but the mechanisms underlying this process remain elusive. We hypothesized that successful WM relies upon a correspondence between the neural processes associated with stimulus encoding and the neural processes associated with maintenance. Using functional magnetic resonance imaging, we identified regional activity and inter-regional connectivity during stimulus encoding and the maintenance of those stimuli when they were no longer present. We compared correspondence in these neural processes across encoding and maintenance epochs with WM performance. Critically, greater correspondence between encoding and maintenance in 1) regional activity in the lateral prefrontal cortex (PFC) and 2) connectivity between lateral PFC and extrastriate cortex was associated with increased performance. These findings suggest that the conservation of neural processes across encoding and maintenance supports the integrity of representations in WM.",NA,NA,NA,NA,NA,NA,NA,NA,"4","0","0","3","0","4",NA,NA,"1047-3211","1460-2199",NA,"WOS:000331845700003","23146963","J",1,3,"JoN","2009","29-Apr","5499","17","monkeys","inferior temporal cortex, single cell recordings, visual working memory","YES","simple vs. complex occluder","within","neural","US","potentially serious"
"110","Tayal, Fumihiko; Sun, Yu; Babiloni, Fabio; Thakorl, Nitish; Bezerianosi, Anastasios",NA,NA,NA,NA,NA,NA,NA,"Brain enhancement through cognitive training: a new insight from brain connectome",NA,NA,NA,NA,NA,NA,NA,"FRONTIERS IN SYSTEMS NEUROSCIENCE",NA,NA,NA,"9",NA,NA,NA,NA,NA,"UNSP 44","10.3380/fnsys.2015.00044",NA,NA,"APR 1 2015","2015","Owing to the recent advances in neurotechnology and the progress in understanding of brain cognitive functions, improvements of cognitive performance or acceleration of learning process with brain enhancement systems is not out of our reach anymore, on the contrary, it is a tangible target of contemporary research. Although a variety of approaches have been proposed, we will mainly focus on cognitive training interventions, in which learners repeatedly perform cognitive tasks to improve their cognitive abilities. In this review article, we propose that the learning process during the cognitive training can be facilitated by an assistive system monitoring cognitive workloads using electroencephalography (EEG) biomarkers, and the brain connectome approach can provide additional valuable biomarkers for facilitating leaners learning processes. For the purpose, we will introduce studies on the cognitive training interventions, EEG biomarkers for cognitive workload, and human brain connectome. As cognitive overload and mental fatigue would reduce or even eliminate gains of cognitive training interventions, a real-time monitoring of cognitive workload can facilitate the learning process by flexibly adjusting difficulty levels of the training task. Moreover, cognitive training interventions should have effects on brain sub networks, not on a single brain region, and graph theoretical network metrics quantifying topological architecture of the brain network can differentiate with respect to individual cognitive states as well as to different individuals' cognitive abilities, suggesting that the connectome is a valuable approach for tracking the learning progress. Although only a few studies have exploited the connectome approach for studying alterations of the brain network induced by cognitive training interventions so far, we believe that it would be a useful technique for capturing improvements of cognitive functions.",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0",NA,NA,"1662-5137",NA,NA,"WOS:000363678800001","25883555","J",1,4,"Neuron","2009","16-Jul","132","63-1","human","BOLD, training","YES","dual-task vs single-task","within","BOLD","US","unclear"
