"index","PT","AU","BA","BE","GP","AF","BF","CA","TI","SO","SE","BS","LA","DT","CT","CY","CL","SP","HO","DE","ID","AB","C1","RP","EM","RI","OI","FU","FX","CR","NR","TC","Z9","U1","U2","PU","PI","PA","SN","EI","BN","J9","JI","PD","PY","VL","IS","PN","SU","SI","MA","BP","EP","AR","DI","D2","PG","WC","SC","GA","UT","PM","X","year","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9","X.10","X.11","X.12","X.13","X.14","X.15","X.16","X.17","X.18","X.19","X.20","X.21","X.22","X.23","X.24","X.25","X.26"
3028,"J","Sud, N; Wiseman, DA; Black, SM",NA,"",NA,"Sud, Neetu; Wiseman, Dean A.; Black, Stephen M.",NA,"","Caveolin 1 Is Required for the Activation of Endothelial Nitric Oxide Synthase in Response to 17 beta-Estradiol (Retraction of vol 24, pg 1637, 2010)","MOLECULAR ENDOCRINOLOGY","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0888-8809","","",NA,NA,"FEB",2011,"25","2","",NA,"",NA,"375","375","","","",NA,"Endocrinology & Metabolism","Endocrinology & Metabolism",NA,"WOS:000286596100015",NA,NA,2010,"Sud, N"," Wiseman, DA"," Black, SM","","","","","","","","","","","","","","","","","","","","","","",""
3029,"J","Tomita, M; Matsuda, T; Kawakami, H; Uchihara, JN; Okudaira, T; Masuda, M; Ohshiro, K; Mori, N",NA,"",NA,"Tomita, Mariko; Matsuda, Takehiro; Kawakami, Hirochika; Uchihara, Jun-Nosuke; Okudaira, Taeko; Masuda, Masato; Ohshiro, Kazuiku; Mori, Naoki",NA,"","Curcumin targets Akt cell survival signaling pathway in HTLV-I-infected T-cell lines (Retraction of vol 97, pg 322, 2006)","CANCER SCIENCE","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1347-9032","","",NA,NA,"FEB",2011,"102","2","",NA,"",NA,"498","U214","","10.1111/j.1349-7006.2010.01830.x","",NA,"Oncology","Oncology",NA,"WOS:000286604300031",NA,NA,2006,"Tomita, M"," Matsuda, T"," Kawakami, H"," Uchihara, JN"," Okudaira, T"," Masuda, M"," Ohshiro, K"," Mori, N","","","","","","","","","","","","","","","","","",""
3030,"J","Tomita, M; Dewan, MZ; Yamamoto, N; Kikuchi, A; Mori, N",NA,"",NA,"Tomita, Mariko; Dewan, Md. Zahidunnabi; Yamamoto, Naoki; Kikuchi, Akira; Mori, Naoki",NA,"","Epstein-Barr virus-encoded latent membrane protein 1 activates beta-catenin signaling in B lymphocytes (Retraction of vol 100, pg 807, 2009)","CANCER SCIENCE","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1347-9032","","",NA,NA,"FEB",2011,"102","2","",NA,"",NA,"500","812","","10.1111/j.1349-7006.2010.01832.x","",NA,"Oncology","Oncology",NA,"WOS:000286604300033",NA,NA,2009,"Tomita, M"," Dewan, MZ"," Yamamoto, N"," Kikuchi, A"," Mori, N","","","","","","","","","","","","","","","","","","","","",""
3031,"J","Tomita, M; Kikuchi, A; Akiyama, T; Tanaka, Y; Mori, N",NA,"",NA,"Tomita, Mariko; Kikuchi, Akira; Akiyama, Tetsu; Tanaka, Yuetsu; Mori, Naoki",NA,"","Human T-Cell Leukemia Virus Type 1 Tax Dysregulates beta-Catenin Signaling (Retraction of vol 80, pg 10497, 2006)","JOURNAL OF VIROLOGY","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0022-538X","","",NA,NA,"FEB",2011,"85","3","",NA,"",NA,"1417","1417","","10.1128/JVI.02071-10","",NA,"Virology","Virology",NA,"WOS:000286147400030",NA,NA,2006,"Tomita, M"," Kikuchi, A"," Akiyama, T"," Tanaka, Y"," Mori, N","","","","","","","","","","","","","","","","","","","","",""
3032,"J","Tovey, ER; Ng, DSY; Stelzer-Braid, S; Rawlinson, WD; Oliver, BG",NA,"",NA,"Tovey, E. R.; Ng, D. S. Y.; Stelzer-Braid, S.; Rawlinson, W. D.; Oliver, B. G.",NA,"","Children with asthma and no URTI, more commonly have rhinovirus in their exhaled breath, than in mucous (Retraction of vol 123, pg S171, 2009)","JOURNAL OF ALLERGY AND CLINICAL IMMUNOLOGY","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0091-6749","","",NA,NA,"FEB",2011,"127","2","",NA,"",NA,"551","551","","10.1016/j.jaci.2010.12.1089","",NA,"Allergy; Immunology","Allergy; Immunology",NA,"WOS:000286808000047",NA,NA,2009,"Tovey, ER"," Ng, DSY"," Stelzer-Braid, S"," Rawlinson, WD"," Oliver, BG","","","","","","","","","","","","","","","","","","","","",""
3033,"J","Liu, J; Zou, L; Wang, J; Schuler, C; Zhao, ZH; Li, XY; Zhang, JY; Liu, YR",NA,"",NA,"Liu, Jun; Zou, Ling; Wang, Jun; Schuler, Charles; Zhao, Zhihe; Li, Xiaoyu; Zhang, Jingyi; Liu, Yurong",NA,"","Hydrostatic pressure promotes Wnt10b and Wnt4 expression dependent and independent on ERK signaling in early-osteoinduced MSCs (Retraction of vol 379, pg 505, 2009)","BIOCHEMICAL AND BIOPHYSICAL RESEARCH COMMUNICATIONS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0006-291X","","",NA,NA,"21-Jan",2011,"404","3","",NA,"",NA,"887","887","","10.1016/j.bbrc.2010.12.079","",NA,"Biochemistry & Molecular Biology; Biophysics","Biochemistry & Molecular Biology; Biophysics",NA,"WOS:000286848100024",NA,NA,2009,"Liu, J"," Zou, L"," Wang, J"," Schuler, C"," Zhao, ZH"," Li, XY"," Zhang, JY"," Liu, YR","","","","","","","","","","","","","","","","","",""
3034,"J","Chen, QY; Snapper, CM; Sen, G",NA,"",NA,"Chen, Quanyi; Snapper, Clifford M.; Sen, Goutam",NA,"","Endogenous IL-1R1 Signaling Is Critical for Cognate CD4(+) T Cell Help for Induction of In Vivo Type 1 and Type 2 Antipolysaccharide and Antiprotein Ig Isotype Responses to Intact Streptococcus pneumoniae, but Not to a Soluble Pneumococcal Conjugate Vaccine (Retraction of vol 177, pg 6044, 2006)","JOURNAL OF IMMUNOLOGY","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0022-1767","","",NA,NA,"15-Jan",2011,"186","2","",NA,"",NA,"1289","1289","","10.4049/jimmunol.1090127","",NA,"Immunology","Immunology",NA,"WOS:000285917700068",21209288,NA,2006,"Chen, QY"," Snapper, CM"," Sen, G","","","","","","","","","","","","","","","","","","","","","","",""
3036,"J","Tomita, M; Kawakami, H; Uchihara, J; Okudaira, T; Masuda, M; Matsuda, T; Tanaka, Y; Ohshiro, K; Mori, N",NA,"",NA,"Tomita, Mariko; Kawakami, Hirochika; Uchihara, Jun-nosuke; Okudaira, Taeko; Masuda, Masato; Matsuda, Takehiro; Tanaka, Yuetsu; Ohshiro, Kazuiku; Mori, Naoki",NA,"","Inhibition of constitutively active Jak-Stat pathway suppresses cell growth of human T-cell leukemia virus type 1-infected T-cell lines and primary adult T-cell leukemia cells (Retraction of vol 3, pg 22, 2006)","RETROVIROLOGY","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1742-4690","","",NA,NA,"06-Jan",2011,"8","","",NA,"",NA,"","","1","10.1186/1742-4690-8-1","",NA,"Virology","Virology",NA,"WOS:000286395400001",21210996,NA,2006,"Tomita, M"," Kawakami, H"," Uchihara, J"," Okudaira, T"," Masuda, M"," Matsuda, T"," Tanaka, Y"," Ohshiro, K"," Mori, N","","","","","","","","","","","","","","","","",""
3037,"J","Klimczuk, T; Gofryk, K; Wang, CH; Allred, JM; Ronning, F; Sadowski, W; Griveau, JC; Colineau, E; Safarik, D; Thompson, JD; Cava, RJ",NA,"",NA,"Klimczuk, T.; Gofryk, K.; Wang, C. H.; Allred, J. M.; Ronning, F.; Sadowski, W.; Griveau, J. -C.; Colineau, E.; Safarik, D.; Thompson, J. D.; Cava, R. J.",NA,"","Superconductivity in the Rh-based Heusler family MRh2Sn (Retraction of vol 82, 134520, 2010)","PHYSICAL REVIEW B","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"Klimczuk, Tomasz/M-1716-2013; Gofryk, Krzysztof/F-8755-2014","Klimczuk, Tomasz/0000-0003-2602-5049; ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1098-0121","","",NA,NA,"04-Jan",2011,"83","1","",NA,"",NA,"","","19901","10.1103/PhysRevB.83.019901","",NA,"Physics, Condensed Matter","Physics",NA,"WOS:000286734700001",NA,NA,2010,"Klimczuk, T"," Gofryk, K"," Wang, CH"," Allred, JM"," Ronning, F"," Sadowski, W"," Griveau, JC"," Colineau, E"," Safarik, D"," Thompson, JD"," Cava, RJ","","","","","","","","","","","","","","",""
3038,"J","Gan, L; Zhu, DX; Ding, ZH",NA,"",NA,"Gan, Lu; Zhu, Dongxing; Ding, Zhenhua",NA,"","Transcription factor activator protein-2 beta accelerates lipid accumulation in macrophages via enhancing the transcription of CD36 (Retraction of vol 584, pg 3615, 2010)","FEBS LETTERS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0014-5793","","",NA,NA,"03-Jan",2011,"585","1","",NA,"",NA,"267","267","","10.1016/j.febslet.2010.11.046","",NA,"Biochemistry & Molecular Biology; Biophysics; Cell Biology","Biochemistry & Molecular Biology; Biophysics; Cell Biology",NA,"WOS:000285921500045",NA,NA,2010,"Gan, L"," Zhu, DX"," Ding, ZH","","","","","","","","","","","","","","","","","","","","","","",""
3039,"J","Abou-Elenain, K",NA,"",NA,"Abou-Elenain, Khaled",NA,"","Study of the systemic and pulmonary oxidative stress status during exposure to propofol and sevoflurane anaesthesia during thoracic surgery (Retraction of vol 27, pg 566, 2010)","EUROPEAN JOURNAL OF ANAESTHESIOLOGY","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0265-0215","","",NA,NA,"JAN",2011,"28","1","",NA,"",NA,"74","74","","10.1097/EJA.0b013e32834204f5","",NA,"Anesthesiology","Anesthesiology",NA,"WOS:000284869800017",NA,NA,2010,"Abou-Elenain, K","","","","","","","","","","","","","","","","","","","","","","","","",""
3040,"J","Ahmadian, MT; Borhan, H; Esmailzadeh, E",NA,"",NA,"Ahmadian, M. T.; Borhan, H.; Esmailzadeh, E.",NA,"","Dynamic analysis of geometrically nonlinear and electrostatically actuated micro-beams (Retraction of vol 14, pg 1627, 2009)","COMMUNICATIONS IN NONLINEAR SCIENCE AND NUMERICAL SIMULATION","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1007-5704","","",NA,NA,"JAN",2011,"16","1","",NA,"",NA,"602","602","","","",NA,"Mathematics, Applied; Mathematics, Interdisciplinary Applications; Mechanics; Physics, Fluids & Plasmas; Physics, Mathematical","Mathematics; Mechanics; Physics",NA,"WOS:000282154900053",NA,NA,2009,"Ahmadian, MT"," Borhan, H"," Esmailzadeh, E","","","","","","","","","","","","","","","","","","","","","","",""
3045,"J","Dianez, F; Santos, M; De Cara, M; Tello, JC",NA,"",NA,"Dianez, F.; Santos, M.; De Cara, M.; Tello, J. C.",NA,"","Presence of Siderophores on Grape Marc Aerated Compost Tea (Retraction of vol 23, pg 323, 2006)","GEOMICROBIOLOGY JOURNAL","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0149-0451","","",NA,NA,"",2011,"28","4","",NA,"",NA,"382","382","PII 938115430","10.1080/01490451.2011.584798","",NA,"Environmental Sciences; Geosciences, Multidisciplinary","Environmental Sciences & Ecology; Geology",NA,"WOS:000291301400009",NA,NA,2006,"Dianez, F"," Santos, M"," De Cara, M"," Tello, JC","","","","","","","","","","","","","","","","","","","","","",""
3046,"J","Duan, F; Jin, BS; Huang, YJ; Li, B; Sun, Y; Wu, YM; Zhang, MY",NA,"",NA,"Duan Feng; Jin Bao-Sheng; Huang Ya-Ji; Li Bin; Sun Yu; Wu Yiming; Zhang Ming-Yao",NA,"","Research on the main factors for changes in pressure based on turbulent circulating fluidized bed coal gasification technology (Retraction of vol 27, pg 1707, 2010)","KOREAN JOURNAL OF CHEMICAL ENGINEERING","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"Lv, Henry/C-9692-2011","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0256-1115","","",NA,NA,"JAN",2011,"28","1","",NA,"",NA,"314","314","","","",NA,"Chemistry, Multidisciplinary; Engineering, Chemical","Chemistry; Engineering",NA,"WOS:000285733700049",NA,NA,2010,"Duan, F"," Jin, BS"," Huang, YJ"," Li, B"," Sun, Y"," Wu, YM"," Zhang, MY","","","","","","","","","","","","","","","","","","",""
3047,"J","Dusan, D; Vesna, KM; Veselin, B",NA,"",NA,"Dusan, D.; Vesna, K. M.; Veselin, B.",NA,"","Heating Cable Application in Solving Paraffin Deposition Problem in Tubing (Retraction of vol 28, pg 969, 2010)","PETROLEUM SCIENCE AND TECHNOLOGY","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1091-6466","","",NA,NA,"",2011,"29","8","",NA,"",NA,"873","873","PII 934654769","10.1080/10916466.2011.563224","",NA,"Energy & Fuels; Engineering, Chemical; Engineering, Petroleum","Energy & Fuels; Engineering",NA,"WOS:000288282400011",NA,NA,2010,"Dusan, D"," Vesna, KM"," Veselin, B","","","","","","","","","","","","","","","","","","","","","","",""
3048,"J","He, T; Zhang, L; Xin, H; Deng, W",NA,"",NA,"He, T.; Zhang, L.; Xin, H.; Deng, W.",NA,"","Morphology and mechanics of the adhesive disc of liana Parthenocissus tricuspidata (Retraction of vol 82, pg 91, 2010)","PURE AND APPLIED CHEMISTRY","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0033-4545","","",NA,NA,"",2011,"83","6","",NA,"",NA,"1341","1342","","10.1351/PAC-CON-08-12-06_retraction","",NA,"Chemistry, Multidisciplinary","Chemistry",NA,"WOS:000290852100007",NA,NA,2010,"He, T"," Zhang, L"," Xin, H"," Deng, W","","","","","","","","","","","","","","","","","","","","","",""
3050,"J","Kenett, RS",NA,"",NA,"Kenett, Ron S.",NA,"","On the planning and design of sample surveys (Retraction of vol 33, pg 405, 2006)","JOURNAL OF APPLIED STATISTICS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0266-4763","","",NA,NA,"",2011,"38","11","",NA,"",NA,"2681","2681","","10.1080/02664763.2011.616688","",NA,"Statistics & Probability","Mathematics",NA,"WOS:000298923300020",NA,NA,2006,"Kenett, RS","","","","","","","","","","","","","","","","","","","","","","","","",""
3051,"J","Kwon; Lee",NA,"",NA,"Kwon; Lee",NA,"","Validation of Mean and Turbulent Parameters Measured from the Aircraft in the Marine Atmospheric Boundary Layer (Retraction of vol 46, pg 405, 2010)","ASIA-PACIFIC JOURNAL OF ATMOSPHERIC SCIENCES","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1976-7633","","",NA,NA,"JAN",2011,"47","1","",NA,"",NA,"97","97","","10.1007/s13143-011-9001-6","",NA,"Meteorology & Atmospheric Sciences","Meteorology & Atmospheric Sciences",NA,"WOS:000286669100008",NA,NA,2010,"Kwon"," Lee","","","","","","","","","","","","","","","","","","","","","","","",""
3053,"J","Mathur, N; Singh, J; Bohra, S; Bohra, A; Vyas, A; Angle, JS; Newman, LA",NA,"",NA,"Mathur, Nishi; Singh, Joginder; Bohra, Sachendra; Bohra, Avinash; Vyas, Anil; Angle, J. Scott; Newman, Lee A.",NA,"","REMOVAL OF CHROMIUM BY SOME MULTIPURPOSE TREE SEEDLINGS OF INDIAN THAR DESERT (Retraction of vol 12, pg 798, 2010)","INTERNATIONAL JOURNAL OF PHYTOREMEDIATION","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1522-6514","","",NA,NA,"",2011,"13","3","",NA,"",NA,"316","316","PII 932427414","10.1080/15226514.2011.549388","",NA,"Environmental Sciences","Environmental Sciences & Ecology",NA,"WOS:000286821900008",NA,NA,2010,"Mathur, N"," Singh, J"," Bohra, S"," Bohra, A"," Vyas, A"," Angle, JS"," Newman, LA","","","","","","","","","","","","","","","","","","",""
3054,"J","Miller, MW; Hu, HY",NA,"",NA,"Miller, Michael W.; Hu, Huaiyu",NA,"","Lability of Neuronal Lineage Decisions Is Revealed by Acute Exposures to Ethanol (Retraction of vol 31, pg 50, 2009)","DEVELOPMENTAL NEUROSCIENCE","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0378-5866","","",NA,NA,"",2011,"33","6","",NA,"",NA,"548","548","","10.1159/000323471","",NA,"Developmental Biology; Neurosciences","Developmental Biology; Neurosciences & Neurology",NA,"WOS:000301888600008",NA,NA,2009,"Miller, MW"," Hu, HY","","","","","","","","","","","","","","","","","","","","","","","",""
3055,"J","Mitike, G",NA,"",NA,"Mitike, G.",NA,"","Patterns of knowledge and condom use among population groups: Results from the 2005 Ethiopian Behavioral Surveillance Surveys on HIV (Retraction of vol 25, pg 35, 2011)","ETHIOPIAN JOURNAL OF HEALTH DEVELOPMENT","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1021-6790","","",NA,NA,"",2011,"25","3","",NA,"",NA,"236","236","","","",NA,"Public, Environmental & Occupational Health","Public, Environmental & Occupational Health",NA,"WOS:000305165100013",NA,NA,2011,"Mitike, G","","","","","","","","","","","","","","","","","","","","","","","","",""
3057,"J","Mori, N; Ueda, A; Geleziunas, R; Wada, A; Hirayama, T; Yoshimura, T; Yamamoto, N",NA,"",NA,"Mori, Naoki; Ueda, Atsuhisa; Geleziunas, Romas; Wada, Akihiro; Hirayama, Toshiya; Yoshimura, Teizo; Yamamoto, Naoki",NA,"","Induction of Monocyte Chemoattractant Protein 1 by Helicobacter pylori Involves NF-kappa B (Retraction of vol 69, pg 1280, 2001)","INFECTION AND IMMUNITY","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0019-9567","","",NA,NA,"JAN",2011,"79","1","",NA,"",NA,"543","543","","10.1128/IAI.01066-10","",NA,"Immunology; Infectious Diseases","Immunology; Infectious Diseases",NA,"WOS:000285550200054",NA,NA,2001,"Mori, N"," Ueda, A"," Geleziunas, R"," Wada, A"," Hirayama, T"," Yoshimura, T"," Yamamoto, N","","","","","","","","","","","","","","","","","","",""
3060,"J","Noradina, AT; Karim, NA; Hamidon, BB; Norlinah, I; Raymond, AA",NA,"",NA,"Noradina, A. T.; Karim, N. A.; Hamidon, B. B.; Norlinah, I; Raymond, A. A.",NA,"","SLEEP-DISORDERED BREATHING IN PATIENTS WITH PARKINSON'S DISEASE (Retraction of vol 51, pg 60, 2010)","SINGAPORE MEDICAL JOURNAL","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0037-5675","","",NA,NA,"JAN",2011,"52","1","",NA,"",NA,"64","64","","","",NA,"Medicine, General & Internal","General & Internal Medicine",NA,"WOS:000287678100015",NA,NA,2010,"Noradina, AT"," Karim, NA"," Hamidon, BB"," Norlinah, I"," Raymond, AA","","","","","","","","","","","","","","","","","","","","",""
3062,"J","Pan, FM; Ye, DQ; Zhang, KC; Li, XP; Xu, JH; Chen, H",NA,"",NA,"Pan, Faming; Ye, Dongqing; Zhang, Kechun; Li, Xiangpei; Xu, Jianhua; Chen, Hong",NA,"","Gln50Ter Polymorphism of Fc gamma receptor IIB gene associated with genetic susceptibility to human systemic lupus erythematosus in Chinese populations (Retraction of vol 299, pg 47, 2007)","ARCHIVES OF DERMATOLOGICAL RESEARCH","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0340-3696","","",NA,NA,"JAN",2011,"303","1","",NA,"",NA,"67","67","","10.1007/s00403-010-1098-4","",NA,"Dermatology","Dermatology",NA,"WOS:000287660200010",NA,NA,2007,"Pan, FM"," Ye, DQ"," Zhang, KC"," Li, XP"," Xu, JH"," Chen, H","","","","","","","","","","","","","","","","","","","",""
3063,"J","Peng, LQ",NA,"",NA,"Peng, Lequn",NA,"","Asymptotic behavior of solutions to a differential equation with state-dependent delay (Retraction of vol 57, pg 1511, 2009)","COMPUTERS & MATHEMATICS WITH APPLICATIONS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0898-1221","","",NA,NA,"JAN",2011,"61","2","",NA,"",NA,"513","513","","10.1016/j.camwa.2010.12.013","",NA,"Mathematics, Applied","Mathematics",NA,"WOS:000287553400036",NA,NA,2009,"Peng, LQ","","","","","","","","","","","","","","","","","","","","","","","","",""
3065,"J","Saccomanni, B",NA,"",NA,"Saccomanni, Bernardino",NA,"","Unicompartmental knee arthroplasty: a review of literature (Retraction of vol 29, pg 339, 2010)","CLINICAL RHEUMATOLOGY","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0770-3198","","",NA,NA,"JAN",2011,"30","1","",NA,"",NA,"153","153","","10.1007/s10067-010-1627-8","",NA,"Rheumatology","Rheumatology",NA,"WOS:000287430200026",NA,NA,2010,"Saccomanni, B","","","","","","","","","","","","","","","","","","","","","","","","",""
3066,"J","Shweta; Kumar, R; Singh, BL; Deepshikha, V; Rifai, HS",NA,"",NA,"Shweta; Kumar, Rahul; Singh, B. L.; Deepshikha, Verma; Rifai, Hanadi S.",NA,"","INTEGRATING MICROBIAL COMPOSTING AND VERMICOMPOSTING FOR EFFECTIVE UTILIZATION OF BY-PRODUCTS OF SUGAR CANE-PROCESSING INDUSTRIES (Retraction of vol 14, pg 158, 2010)","BIOREMEDIATION JOURNAL","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1088-9868","","",NA,NA,"",2011,"15","1","",NA,"",NA,"68","68","PII 934314662","10.1080/10889868.2011.554357","",NA,"Engineering, Environmental; Environmental Sciences","Engineering; Environmental Sciences & Ecology",NA,"WOS:000288269200007",NA,NA,2010,"Shweta"," Kumar, R"," Singh, BL"," Deepshikha, V"," Rifai, HS","","","","","","","","","","","","","","","","","","","","",""
3067,"J","Takeshima, E; Tomimori, K; Teruya, H; Ishikawa, C; Senba, M; D'Ambrosio, D; Kinjo, F; Mimuro, H; Sasakawa, C; Hirayama, T; Fujita, J; Mori, N",NA,"",NA,"Takeshima, Eriko; Tomimori, Koh; Teruya, Hiromitsu; Ishikawa, Chie; Senba, Masachika; D'Ambrosio, Daniele; Kinjo, Fukunori; Mimuro, Hitomi; Sasakawa, Chihiro; Hirayama, Toshiya; Fujita, Jiro; Mori, Naoki",NA,"","Helicobacter pylori-Induced Interleukin-12 p40 Expression (Retraction of vol 77, pg 1337, 2009)","INFECTION AND IMMUNITY","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0019-9567","","",NA,NA,"JAN",2011,"79","1","",NA,"",NA,"546","546","","10.1128/IAI.01069-10","",NA,"Immunology; Infectious Diseases","Immunology; Infectious Diseases",NA,"WOS:000285550200057",NA,NA,2009,"Takeshima, E"," Tomimori, K"," Teruya, H"," Ishikawa, C"," Senba, M"," D'Ambrosio, D"," Kinjo, F"," Mimuro, H"," Sasakawa, C"," Hirayama, T"," Fujita, J"," Mori, N","","","","","","","","","","","","","",""
3068,"J","Taleghani, M; Ansari, HR; Jennings, P",NA,"",NA,"Taleghani, M.; Ansari, H. R.; Jennings, P.",NA,"","Renewable energy education for architects: lessons from developed and developing countries (Retraction of vol 17, pg 444, 2010)","INTERNATIONAL JOURNAL OF SUSTAINABLE DEVELOPMENT AND WORLD ECOLOGY","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1350-4509","","",NA,NA,"",2011,"18","6","",NA,"SI",NA,"563","563","","","",NA,"GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY; Ecology","Science & Technology - Other Topics; Environmental Sciences & Ecology",NA,"WOS:000297638700017",NA,NA,2010,"Taleghani, M"," Ansari, HR"," Jennings, P","","","","","","","","","","","","","","","","","","","","","","",""
3070,"J","Tang, K; Robinson, DA; Harvey, M",NA,"",NA,"Tang, Kevin; Robinson, David A.; Harvey, Michael",NA,"","Sustainability managers or rogue mid-managers?: A typology of corporate sustainability managers (Retraction of vol 49, pg 1371, 2011)","MANAGEMENT DECISION","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0025-1747","","",NA,NA,"",2011,"49","10-Sep","",NA,"",NA,"1598","1598","","","",NA,"Business; Management","Business & Economics",NA,"WOS:000298520800011",NA,NA,2011,"Tang, K"," Robinson, DA"," Harvey, M","","","","","","","","","","","","","","","","","","","","","","",""
